custid,AreaCode,age,gender,kids,education,income,dataplan,basebill,bill,mins,calls,long,numphones,numother,consecmonths,datause,dataperc,undercontract,Manufacturer,Model,Version,OS,Patch,Mem,Storage,Touchscreen,Color,KPI_DeviceSat,KPI_NetworkQual,servcalls,drops,dropperc,CompPromo60,churn
33866,203,38,F,2,10,72.4,6144,88.62,102.18,502,70,33,1,0,34,0,0.0,N,HTC,Butterfly,Gen1,JellyBean,S7,8GB,Y,Y,black,0.0100806334096513,0.47733741799999996,0,8,0.0159362549800797,NoPromo,N
855550,516,37,F,2,5,89.5,4096,102.49,107.98,631,38,36,1,0,19,1474,0.35986328125,Y,Samsung,Galaxy,Gen8,KitKat,S3,8GB,N,Y,silver,0.00867136169987647,0.698716806,0,9,0.0142630744849445,NoPromo,N
107105,252,49,F,1,10,67.8,6144,80.61,87.64,442,83,30,1,0,30,788,0.128255208333333,N,Apple,iPhone3G,Gen8,iOS6,S1,64GB,Y,Y,green,0.0223682663550596,0.465253994,0,6,0.0135746606334842,Promo,N
50020,327,27,M,2,11,45.0,2048,95.92,108.19,627,41,34,2,0,36,394,0.1923828125,N,Motorola,RazrM,Gen3,KitKat,S1,8GB,Y,N,white,0.0288328322988976,0.764495202,0,11,0.0175438596491228,Promo,N
248852,283,19,M,1,10,98.3,6144,144.75,156.22,633,117,39,1,0,26,755,0.12288411458333301,N,Apple,iPhone4,Gen1,iOS5,S2,16GB,N,Y,white,0.0211809491377293,0.689617563,0,8,0.0126382306477093,NoPromo,N
469398,802,49,F,0,9,109.1,4096,121.74,133.2,571,80,29,1,0,20,12,0.0029296875,Y,Apple,iPhone3G,Gen1,iOS6,S4,16GB,N,Y,white,0.0219150110656854,0.588356,0,11,0.0192644483362522,NoPromo,N
595968,603,48,M,2,12,37.8,6144,104.62,116.81,503,74,26,1,0,37,1310,0.213216145833333,N,Samsung,Galaxy,Gen4,KitKat,S3,64GB,N,Y,gold,0.00817830154614266,0.6762420640000001,0,11,0.0218687872763419,NoPromo,N
733907,327,39,M,1,5,95.9,2048,104.62,114.38,567,98,37,2,0,23,0,0.0,Y,Apple,iPhone3G,Gen2,iOS6,S2,8GB,N,Y,silver,0.0218334963923717,0.764495202,0,11,0.0194003527336861,Promo,N
396347,609,54,M,2,7,76.7,6144,100.25,108.87,473,55,25,1,1,19,463,0.0753580729166667,Y,Samsung,Galaxy,Gen2,KitKat,S3,8GB,Y,Y,black,0.00752632011319629,0.677932753,0,6,0.0126849894291755,NoPromo,N
244939,757,43,M,1,8,61.5,2048,81.33,96.49,446,75,23,1,0,31,842,0.4111328125,N,Apple,iPhone5,Gen1,iOS3,S2,64GB,N,Y,black,0.0222465846513622,0.753356481,0,10,0.0224215246636771,NoPromo,N
453999,202,41,M,2,10,45.4,4096,80.61,94.83,415,71,21,1,0,31,217,0.052978515625,N,Motorola,RazrM,Gen1,KitKat,S3,32GB,Y,Y,white,0.0167302620351382,0.68596116,0,8,0.0192771084337349,Promo,N
853624,564,35,F,2,8,70.8,4096,110.74,117.45,512,98,28,1,0,36,1151,0.281005859375,N,HTC,Desire500,Gen6,Bada,S2,8GB,N,Y,red,0.0120419608761965,0.549088394,0,11,0.021484375,Promo,N
495125,585,40,F,3,7,84.8,4096,120.29,130.97,593,69,31,1,0,26,599,0.146240234375,N,Motorola,DroidMini,Gen1,JellyBean,S5,64GB,N,Y,silver,0.0154720404021426,0.72866274,0,6,0.0101180438448567,NoPromo,N
862816,619,50,M,1,9,79.0,4096,135.06,147.81,597,53,32,2,0,23,975,0.238037109375,Y,Samsung,Galaxy,Gen1,KitKat,S2,64GB,Y,Y,silver,0.0146117801770054,0.691894965,0,9,0.0150753768844221,Promo,N
285299,858,46,F,0,8,51.4,6144,117.63,129.68,500,27,25,1,0,29,386,0.0628255208333333,N,HTC,Desire601,Gen1,Honeycomb,S3,32GB,N,Y,black,0.00860108804011233,0.692288578,0,8,0.016,NoPromo,N
411736,603,33,F,1,9,80.8,2048,107.53,119.3,575,75,29,1,0,29,752,0.3671875,N,Motorola,DroidMaxx,Gen6,Honeycomb,S2,32GB,Y,Y,white,0.0172472398912366,0.6762420640000001,0,10,0.0173913043478261,NoPromo,N
872684,574,44,M,2,8,76.4,6144,121.33,132.7,510,43,30,1,0,29,1212,0.197265625,N,Apple,iPhone3G,Gen5,iOS6,S2,32GB,N,Y,green,0.018942121812891996,0.57554101,0,2,0.0039215686274509795,Promo,N
442704,612,39,M,2,8,67.4,6144,71.6,78.38,670,39,44,1,0,14,902,0.146809895833333,Y,Apple,iPhone4,Gen4,iOS5,S1,16GB,Y,Y,green,0.0179178035245832,0.7603546409999999,0,9,0.0134328358208955,NoPromo,N
598875,412,35,F,0,10,77.1,4096,99.5,105.08,503,109,25,2,0,17,1120,0.2734375,Y,Apple,iPhone4,Gen3,iOS5,S2,8GB,N,Y,white,0.0263705893508552,0.7467135090000001,0,4,0.007952286282306159,Promo,N
34728,254,30,F,0,8,60.9,2048,88.51,90.88,500,83,29,1,0,35,1011,0.49365234375,N,Motorola,RazrM,Gen2,KitKat,S4,8GB,Y,Y,silver,0.0176057858226031,0.595898673,0,11,0.022000000000000002,NoPromo,N
140929,754,21,M,2,8,102.5,2048,107.74,120.37,353,61,17,2,0,28,1499,0.73193359375,N,Motorola,DroidUltra,Gen6,IceCreamSandwich,S1,32GB,Y,Y,silver,0.0159227817143113,0.622294372,0,11,0.0311614730878187,Promo,N
655983,606,35,M,0,10,69.2,2048,94.73,110.0,646,63,33,2,0,32,663,0.32373046875,N,Samsung,Galaxy,Gen1,KitKat,S2,16GB,Y,Y,black,0.0136362383590995,0.280732339,0,8,0.0123839009287926,Promo,N
190232,606,50,M,0,12,74.9,6144,119.54,126.85,345,55,19,2,0,23,2281,0.3712565104166671,Y,Motorola,DroidMini,Gen8,JellyBean,S5,16GB,N,N,black,0.0187779499628018,0.280732339,0,10,0.0289855072463768,Promo,N
163700,704,37,F,1,5,66.9,4096,18.28,30.91,586,47,29,1,0,29,474,0.11572265625,N,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S7,32GB,N,Y,silver,0.00891271612713224,0.692426419,0,11,0.0187713310580205,NoPromo,N
264928,708,40,M,2,9,97.5,4096,89.91,96.54,550,85,41,1,0,18,461,0.112548828125,Y,Apple,iPhone3G,Gen3,iOS6,S1,16GB,Y,Y,white,0.0264351064748349,0.7251544259999999,0,10,0.0181818181818182,NoPromo,N
986331,603,39,F,1,9,61.2,6144,108.59,122.42,392,116,21,1,0,24,43,0.00699869791666667,N,Samsung,Galaxy,Gen1,KitKat,S2,8GB,Y,Y,red,0.0142039246376076,0.6762420640000001,0,9,0.0229591836734694,NoPromo,N
192756,402,29,F,1,11,43.7,4096,65.08,74.31,591,77,32,1,0,33,331,0.080810546875,N,Apple,iPhone3G,Gen2,iOS6,S4,16GB,N,Y,white,0.0194663814845753,0.6793432159999999,0,10,0.0169204737732657,NoPromo,N
200665,504,60,F,3,8,77.0,2048,58.39,67.94,557,92,28,2,0,32,1428,0.697265625,N,Apple,iPhone5s,Gen1,iOS2,S1,16GB,N,Y,gold,0.0191744342476341,0.707910246,0,8,0.0143626570915619,NoPromo,N
897729,563,19,F,2,9,113.3,6144,149.83,154.73,375,86,20,1,0,19,2332,0.3795572916666671,Y,Apple,iPhone4s,Gen1,iOS4,S4,16GB,N,Y,silver,0.0216503225636278,0.303557093,0,10,0.0266666666666667,NoPromo,N
121443,507,30,M,2,9,41.0,6144,108.83,123.45,421,100,22,1,0,30,1431,0.23291015625,N,Samsung,Galaxy,Gen4,KitKat,S3,32GB,Y,Y,silver,0.007073993153739859,0.676293785,0,8,0.0190023752969121,NoPromo,N
715832,248,59,M,1,9,89.2,4096,54.06,54.31,608,48,41,1,0,25,796,0.1943359375,N,Apple,iPhone3G,Gen4,iOS6,S1,64GB,N,N,gold,0.0238912555323261,0.7292331459999999,0,10,0.0164473684210526,NoPromo,N
130915,254,66,M,3,9,108.2,2048,141.62,150.35,461,74,24,2,0,26,0,0.0,N,Motorola,RazrM,Gen4,KitKat,S5,8GB,Y,Y,black,0.0154289488232289,0.595898673,0,10,0.0216919739696312,NoPromo,N
829412,415,59,F,3,7,87.5,2048,146.96,149.47,343,97,20,1,0,29,1143,0.55810546875,N,Samsung,Galaxy,Gen4,KitKat,S4,32GB,Y,Y,black,0.009664359030423609,0.662148594,0,9,0.0262390670553936,NoPromo,N
242891,863,21,F,0,10,83.3,4096,80.6,92.0,644,80,33,1,0,23,655,0.159912109375,Y,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S1,32GB,Y,Y,white,0.0126306074239646,0.469283276,0,6,0.0093167701863354,Promo,N
600848,605,29,F,3,9,66.0,6144,138.86,151.92,552,75,27,1,0,41,823,0.133951822916667,N,Apple,iPhone3G,Gen2,iOS6,S4,32GB,Y,Y,black,0.0196700006575386,0.71239533,0,12,0.0217391304347826,NoPromo,Y
141682,208,27,M,2,10,52.2,2048,81.82,92.49,374,98,19,1,0,25,750,0.3662109375,N,Motorola,RazrM,Gen1,KitKat,S2,32GB,N,Y,white,0.0200456003368555,0.698695136,0,11,0.0294117647058824,NoPromo,N
465960,303,33,M,3,10,79.6,4096,90.13,97.2,355,84,22,1,0,22,937,0.228759765625,Y,Apple,iPhone4,Gen1,iOS5,S5,32GB,N,N,silver,0.0220136795269568,0.688403005,0,11,0.0309859154929577,NoPromo,N
976265,404,51,F,2,9,79.9,6144,96.4,105.44,603,47,42,2,0,30,15,0.00244140625,N,HTC,Butterfly,Gen2,JellyBean,S1,32GB,N,Y,white,0.00811083005100435,0.5587315279999999,0,7,0.0116086235489221,Promo,N
648167,864,43,F,1,8,70.8,2048,73.75,81.72,323,51,16,1,0,22,0,0.0,Y,HTC,Desire500,Gen1,Bada,S4,64GB,N,Y,silver,0.0149794922030469,0.586984301,0,9,0.0278637770897833,Promo,N
88488,435,43,M,2,11,56.8,2048,104.54,107.48,489,79,27,1,0,28,536,0.26171875,N,Motorola,DroidUltra,Gen3,IceCreamSandwich,S6,32GB,Y,Y,white,0.0224221374135394,0.739349272,0,9,0.0184049079754601,NoPromo,N
672344,612,50,M,0,11,48.4,2048,127.61,142.15,462,89,23,1,0,18,540,0.263671875,Y,Apple,iPhone4,Gen2,iOS5,S7,16GB,Y,Y,silver,0.0171309552617572,0.7603546409999999,0,13,0.0281385281385281,NoPromo,N
753216,612,27,F,2,15,78.4,2048,131.08,138.25,480,64,26,2,0,19,0,0.0,Y,Motorola,RazrM,Gen1,KitKat,S1,32GB,Y,Y,white,0.0185200933717748,0.7603546409999999,0,10,0.0208333333333333,NoPromo,N
603601,702,26,M,1,11,55.4,6144,145.69,157.55,527,48,32,1,0,9,477,0.07763671875,Y,Apple,iPhone4,Gen2,iOS5,S7,32GB,Y,Y,black,0.0156005161787274,0.5766812729999999,0,10,0.0189753320683112,NoPromo,N
567374,615,53,M,0,8,63.2,6144,158.97,168.74,672,76,42,1,0,25,1098,0.1787109375,N,HTC,Desire500,Gen6,Bada,S5,32GB,Y,Y,red,0.00840455083290995,0.655300173,0,11,0.0163690476190476,Promo,N
833594,613,42,F,3,10,81.9,2048,76.45,83.65,405,70,27,2,0,18,1497,0.73095703125,Y,Apple,iPhone5c,Gen1,iOS,S7,16GB,Y,Y,white,0.0203524317815216,0.716983294,0,8,0.0197530864197531,NoPromo,N
431458,705,38,M,2,11,73.2,6144,38.34,54.26,366,94,18,1,0,31,688,0.11197916666666699,N,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S5,16GB,Y,Y,white,0.0100437094672783,0.37397117799999996,0,10,0.0273224043715847,NoPromo,N
984157,516,43,F,1,8,54.3,2048,119.74,134.91,576,47,34,1,0,24,1590,0.7763671875,N,Samsung,GalaxyS1,Gen6,IceCreamSandwich,S4,8GB,Y,Y,green,0.0110421037300938,0.698716806,0,10,0.0173611111111111,NoPromo,N
52949,602,43,M,2,11,67.3,2048,29.1,39.8,469,75,30,1,0,27,783,0.38232421875,N,Samsung,Galaxy,Gen1,KitKat,S4,16GB,N,Y,black,0.0117572313442203,0.83990507,0,8,0.0170575692963753,NoPromo,N
860942,636,54,M,2,9,57.6,2048,173.29,182.42,638,55,44,1,0,32,1596,0.779296875,N,Apple,iPhone4s,Gen6,iOS4,S9,16GB,Y,Y,silver,0.0158072358133183,0.180675803,0,7,0.0109717868338558,NoPromo,N
196660,757,52,F,3,7,80.8,4096,16.28,20.58,460,107,24,1,0,11,604,0.1474609375,Y,Apple,iPhone3G,Gen2,iOS6,S6,16GB,N,Y,red,0.0167493766396058,0.753356481,0,10,0.0217391304347826,NoPromo,N
749016,504,22,M,0,11,53.8,4096,94.75,100.28,466,87,33,1,0,35,925,0.225830078125,N,Motorola,RazrM,Gen4,KitKat,S1,16GB,N,Y,silver,0.0149469194866139,0.707910246,0,12,0.0257510729613734,NoPromo,Y
452143,519,37,F,0,12,72.2,6144,102.31,108.82,588,47,29,2,0,17,1819,0.29606119791666696,Y,Samsung,Galaxy,Gen1,KitKat,S2,8GB,Y,Y,red,0.0141202447327097,0.856387665,0,10,0.0170068027210884,Promo,N
379425,563,31,F,1,8,62.4,4096,101.94,103.75,539,74,28,1,0,42,4,0.0009765625,N,Motorola,RazrM,Gen1,KitKat,S4,8GB,Y,Y,black,0.0198394547767082,0.303557093,0,11,0.0204081632653061,NoPromo,N
502187,567,46,F,2,11,65.5,2048,77.55,83.7,514,72,28,1,0,34,1261,0.61572265625,N,Motorola,DroidMaxx,Gen7,Honeycomb,S4,64GB,N,N,silver,0.0242766598573622,0.699822899,0,12,0.0233463035019455,NoPromo,N
674214,475,41,M,1,7,62.1,4096,132.83,141.49,621,26,35,1,0,33,519,0.126708984375,N,Motorola,RazrM,Gen2,KitKat,S1,32GB,Y,N,white,0.0210551436955626,0.570390095,0,7,0.0112721417069243,NoPromo,N
478912,414,41,F,0,11,90.1,6144,212.78,222.13,713,97,46,2,0,26,466,0.0758463541666667,N,Apple,iPhone5s,Gen3,iOS2,S1,16GB,Y,Y,gold,0.0249255272154105,0.649688725,0,11,0.0154277699859748,NoPromo,N
483650,484,44,M,2,7,55.9,6144,143.19,147.62,394,52,23,1,0,37,809,0.131673177083333,N,HTC,OneMini,Gen2,IceCreamSandwich,S5,16GB,N,Y,red,0.008913158238782559,0.684271436,0,9,0.0228426395939086,NoPromo,N
458451,817,37,M,0,3,33.8,6144,133.54,152.69,451,58,25,1,0,27,1078,0.175455729166667,N,Motorola,RazrM,Gen1,KitKat,S3,16GB,N,Y,white,0.0160533607491351,0.45787048399999997,0,6,0.0133037694013304,NoPromo,N
592164,805,32,M,2,11,99.0,4096,75.38,88.1,506,70,27,1,1,26,661,0.161376953125,N,HTC,Desire500,Gen1,Bada,S2,32GB,Y,Y,white,0.0164323230955356,0.6602531070000001,0,10,0.0197628458498024,NoPromo,N
703035,417,38,M,1,12,54.3,6144,83.71,88.45,571,72,29,1,0,16,630,0.1025390625,Y,HTC,Desire500,Gen1,Bada,S5,16GB,N,Y,white,0.0116122979157965,0.20612906399999997,0,8,0.0140105078809107,NoPromo,N
670171,706,47,F,1,6,67.8,2048,88.8,95.35,642,43,50,1,0,35,214,0.1044921875,N,Motorola,MotoG,Gen2,Gingerbread,S5,16GB,N,Y,red,0.0120377935856839,0.630777366,0,13,0.0202492211838006,NoPromo,N
665291,409,31,M,0,12,107.8,6144,78.74,88.27,469,53,25,1,0,35,947,0.154134114583333,N,Motorola,DroidMini,Gen2,JellyBean,S7,64GB,Y,Y,silver,0.0139583352893434,0.592689247,0,7,0.0149253731343284,NoPromo,N
67752,612,34,F,1,10,52.9,2048,91.71,97.01,597,90,33,1,0,19,766,0.3740234375,Y,Apple,iPhone3G,Gen1,iOS6,S6,32GB,N,Y,green,0.0196457684735602,0.7603546409999999,0,9,0.0150753768844221,NoPromo,N
206490,605,46,M,3,12,47.3,4096,139.03,146.25,566,67,43,1,0,16,0,0.0,Y,Apple,iPhone5c,Gen1,iOS,S1,16GB,Y,Y,green,0.0209866001854278,0.71239533,0,9,0.0159010600706714,NoPromo,N
258008,464,39,M,2,11,70.0,2048,137.79,145.21,505,80,26,2,0,17,247,0.12060546875,Y,Samsung,Galaxy,Gen6,KitKat,S7,64GB,N,Y,white,0.00862165882423712,0.622376493,0,13,0.0257425742574257,NoPromo,N
364841,256,29,F,4,9,59.8,2048,102.81,114.33,499,79,26,1,0,40,1608,0.78515625,N,Samsung,GalaxyS0,Gen2,JellyBean,S4,32GB,Y,Y,green,0.00929870380612396,0.590359394,0,11,0.0220440881763527,NoPromo,N
186415,312,31,F,2,8,77.4,4096,101.01,110.65,513,54,27,1,0,28,0,0.0,N,Samsung,GalaxyS0,Gen4,JellyBean,S5,8GB,Y,Y,black,0.00541662304129039,0.55568636,0,12,0.0233918128654971,Promo,N
78172,347,42,F,1,12,65.6,4096,112.42,127.27,503,49,34,1,0,30,1642,0.40087890625,N,HTC,OneMini,Gen2,IceCreamSandwich,S2,16GB,Y,Y,black,0.0127665858440088,0.771366181,0,14,0.0278330019880716,Promo,N
583165,573,44,M,1,7,45.3,2048,143.27,148.25,474,39,23,2,0,41,362,0.1767578125,N,Samsung,Galaxy,Gen2,KitKat,S5,8GB,Y,Y,silver,0.007681672661505691,0.383460895,0,11,0.0232067510548523,NoPromo,N
441384,252,56,F,1,9,61.1,4096,150.29,157.55,533,42,28,1,0,39,263,0.064208984375,N,Apple,iPhone3G,Gen3,iOS6,S7,16GB,Y,Y,red,0.0250229556226568,0.465253994,0,9,0.0168855534709193,Promo,N
848631,606,29,M,1,10,45.4,6144,51.37,55.71,437,90,22,1,0,32,1024,0.166666666666667,N,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S4,16GB,Y,Y,white,0.0131241464412373,0.280732339,0,14,0.0320366132723112,Promo,N
623171,617,54,M,0,7,85.2,4096,99.98,107.37,551,102,33,1,0,22,1030,0.25146484375,Y,Motorola,DroidUltra,Gen4,IceCreamSandwich,S4,16GB,N,Y,black,0.0170489691442409,0.596008496,0,8,0.014519056261343002,NoPromo,N
286471,603,43,F,2,10,45.9,2048,77.55,89.32,591,70,35,1,0,29,9,0.00439453125,N,Motorola,RazrM,Gen6,KitKat,S3,32GB,N,Y,white,0.0128085419100603,0.6762420640000001,0,8,0.0135363790186125,NoPromo,N
425076,323,39,F,2,10,60.7,4096,105.53,114.1,504,53,25,1,0,25,0,0.0,N,HTC,Desire500,Gen1,Bada,S9,8GB,N,Y,black,0.00946094739001848,0.49377522799999995,0,11,0.0218253968253968,Promo,N
444377,254,26,F,2,11,47.7,6144,87.06,97.0,611,88,36,1,1,19,0,0.0,Y,Samsung,Galaxy,Gen1,KitKat,S9,32GB,Y,Y,gold,0.00925471361052974,0.595898673,0,8,0.0130932896890344,NoPromo,N
173615,636,38,F,0,9,45.1,4096,123.64,131.49,572,50,29,2,0,32,1179,0.287841796875,N,HTC,Desire500,Gen2,Bada,S4,32GB,Y,N,white,0.0176891841079717,0.180675803,0,9,0.0157342657342657,NoPromo,N
797010,574,30,M,1,12,57.5,2048,124.04,135.73,472,89,28,1,0,33,1012,0.494140625,N,Apple,iPhone4,Gen4,iOS5,S2,64GB,Y,N,white,0.0255771737936047,0.57554101,0,9,0.0190677966101695,Promo,N
286327,435,36,M,0,8,74.8,6144,112.9,122.97,267,57,13,1,0,15,936,0.15234375,Y,HTC,Butterfly,Gen1,JellyBean,S5,32GB,Y,Y,black,0.009352240495317209,0.739349272,0,7,0.0262172284644195,NoPromo,N
285672,785,45,F,1,11,80.9,6144,81.36,87.29,396,18,20,2,0,30,1130,0.183919270833333,N,Apple,iPhone3G,Gen1,iOS6,S2,32GB,N,Y,white,0.0229701016630402,0.6499631539999999,0,13,0.0328282828282828,Promo,Y
533210,602,30,M,1,14,31.1,2048,117.4,122.28,543,91,28,1,0,20,792,0.38671875,Y,Apple,iPhone3G,Gen7,iOS6,S7,8GB,Y,Y,gold,0.0214586055511868,0.83990507,0,8,0.0147329650092081,NoPromo,N
131755,519,34,F,1,10,74.3,6144,144.82,153.19,516,46,26,1,0,42,92,0.0149739583333333,N,Apple,iPhone4,Gen1,iOS5,S4,16GB,Y,N,silver,0.0270940925653659,0.856387665,0,7,0.0135658914728682,Promo,N
752841,817,37,M,0,10,103.9,2048,90.8,100.09,715,84,37,1,1,36,247,0.12060546875,N,Apple,iPhone3G,Gen1,iOS6,S1,64GB,Y,Y,red,0.0221004516180784,0.45787048399999997,0,12,0.0167832167832168,NoPromo,N
304366,412,46,F,1,8,56.2,4096,116.71,129.01,425,64,25,1,0,38,578,0.14111328125,N,Apple,iPhone4s,Gen2,iOS4,S4,8GB,N,N,gold,0.0246676712698168,0.7467135090000001,0,11,0.0258823529411765,Promo,Y
646249,707,49,F,0,7,90.9,4096,104.05,115.44,423,69,24,2,0,29,390,0.09521484375,N,Motorola,DroidMini,Gen1,JellyBean,S2,32GB,Y,Y,white,0.0197898058770155,0.480935685,0,8,0.0189125295508274,NoPromo,N
941615,805,41,M,1,11,51.4,4096,94.46,110.51,525,81,29,2,0,30,198,0.04833984375,N,Apple,iPhone4s,Gen1,iOS4,S1,8GB,N,Y,black,0.0205429116233454,0.6602531070000001,0,9,0.0171428571428571,NoPromo,N
770305,563,27,M,0,11,82.9,6144,67.99,75.54,785,102,48,2,0,30,958,0.155924479166667,N,Samsung,Galaxy,Gen1,KitKat,S7,16GB,Y,Y,black,0.00982722123014695,0.303557093,0,12,0.0152866242038217,NoPromo,N
96026,316,46,M,1,12,90.7,4096,66.85,75.02,382,90,19,1,0,29,931,0.227294921875,N,Apple,iPhone4,Gen6,iOS5,S5,16GB,N,N,white,0.0197796143702121,0.710411481,0,7,0.0183246073298429,NoPromo,N
271202,817,41,M,1,7,45.3,4096,118.16,122.37,494,91,31,1,0,16,862,0.21044921875,Y,Samsung,GalaxyS2,Gen1,Honeycomb,S1,8GB,Y,Y,green,0.0123914234827578,0.45787048399999997,0,10,0.0202429149797571,NoPromo,N
575059,203,33,F,1,11,52.6,6144,125.46,134.84,501,69,28,1,0,39,60,0.009765625,N,Samsung,GalaxyS1,Gen2,IceCreamSandwich,S3,8GB,N,Y,white,0.00687773281863858,0.47733741799999996,0,6,0.0119760479041916,NoPromo,N
710249,613,43,M,2,8,56.0,4096,114.35,124.88,563,109,29,2,0,30,1537,0.375244140625,N,Apple,iPhone4,Gen6,iOS5,S9,16GB,Y,Y,white,0.0161151180059761,0.716983294,0,10,0.0177619893428064,NoPromo,N
77331,249,55,M,0,5,71.0,4096,117.98,135.11,494,105,27,1,0,37,624,0.15234375,N,Apple,iPhone4s,Gen2,iOS4,S2,64GB,N,Y,black,0.0211573253444424,0.630570968,0,10,0.0202429149797571,NoPromo,N
904017,414,33,M,0,9,65.7,4096,117.08,133.59,771,25,39,1,0,20,1048,0.255859375,Y,Samsung,Galaxy,Gen3,KitKat,S5,8GB,Y,Y,red,0.014589782911661003,0.649688725,0,11,0.0142671854734112,NoPromo,N
174097,317,39,M,2,10,76.0,2048,98.38,111.65,558,84,38,1,0,33,418,0.2041015625,N,Apple,iPhone3G,Gen7,iOS6,S6,16GB,N,Y,silver,0.0201342732212979,0.526147204,0,10,0.017921146953405,NoPromo,N
480298,606,44,F,0,7,102.3,6144,130.65,144.69,500,58,25,2,0,14,1053,0.17138671875,Y,HTC,Desire500,Gen8,Bada,S6,64GB,Y,Y,white,0.0120858460472074,0.280732339,1,11,0.022000000000000002,Promo,N
399231,737,52,F,2,9,58.0,6144,109.97,116.94,724,98,50,1,0,32,1104,0.1796875,N,Motorola,RazrM,Gen3,KitKat,S3,8GB,N,Y,black,0.0207697188492212,0.42586013,0,8,0.0110497237569061,NoPromo,N
727787,417,53,M,0,7,46.3,4096,145.63,153.58,626,69,32,2,0,36,766,0.18701171875,N,Motorola,RazrM,Gen1,KitKat,S2,16GB,N,Y,green,0.0209109193293873,0.20612906399999997,0,12,0.0191693290734824,NoPromo,N
715490,212,28,M,0,8,73.8,4096,64.55,71.84,328,70,19,1,1,37,867,0.211669921875,N,HTC,Desire500,Gen6,Bada,S5,64GB,N,Y,silver,0.00839037242675623,0.316290503,0,9,0.0274390243902439,NoPromo,N
669676,752,54,M,1,8,84.0,6144,128.09,146.79,571,91,38,1,0,25,913,0.148600260416667,N,Apple,iPhone3G,Gen8,iOS6,S7,16GB,Y,Y,black,0.0195396773918616,0.782987398,0,5,0.00875656742556918,Promo,N
462508,817,52,F,0,10,28.5,6144,51.04,69.5,432,99,22,1,0,44,892,0.145182291666667,N,Apple,iPhone5c,Gen1,iOS,S2,16GB,N,Y,black,0.0216957870554064,0.45787048399999997,0,13,0.0300925925925926,NoPromo,N
851376,517,37,F,2,7,64.2,6144,51.18,51.62,490,94,28,1,0,31,1387,0.225748697916667,N,Motorola,MotoG,Gen1,Gingerbread,S2,16GB,N,Y,black,0.0179109374175886,0.535241194,0,6,0.0122448979591837,Promo,N
694139,282,37,M,0,7,100.4,4096,94.47,100.97,374,74,19,1,0,38,1350,0.32958984375,N,Motorola,RazrM,Gen1,KitKat,S5,16GB,Y,Y,black,0.0161623783708772,0.637437199,0,7,0.018716577540107,NoPromo,N
938505,706,48,F,0,13,78.7,6144,79.97,91.3,628,77,35,1,0,26,1291,0.210123697916667,N,Apple,iPhone4s,Gen2,iOS4,S5,8GB,Y,Y,gold,0.0188951164294604,0.630777366,0,7,0.0111464968152866,NoPromo,N
30719,253,47,F,1,8,53.5,4096,128.8,134.68,467,87,25,1,0,28,991,0.241943359375,N,Apple,iPhone4s,Gen4,iOS4,S3,8GB,Y,Y,black,0.0170151291735859,0.624139796,0,10,0.0214132762312634,Promo,N
506199,315,9,M,1,8,71.0,4096,50.3,55.31,772,62,41,1,0,11,276,0.0673828125,Y,Apple,iPhone4s,Gen1,iOS4,S2,16GB,Y,Y,red,0.0248513901182633,0.792060408,0,10,0.0129533678756477,NoPromo,N
491521,325,40,F,2,8,88.2,6144,105.75,118.02,543,71,35,2,0,18,1028,0.167317708333333,Y,Apple,iPhone4s,Gen3,iOS4,S1,16GB,N,Y,black,0.0250554573457724,0.718890458,0,10,0.0184162062615101,NoPromo,N
693948,646,40,F,2,7,80.3,4096,81.37,89.74,428,87,22,1,0,11,1260,0.3076171875,Y,Apple,iPhone4,Gen1,iOS5,S3,16GB,N,Y,white,0.0174392054141094,0.7086083609999999,0,9,0.0210280373831776,NoPromo,N
80682,516,40,M,2,8,72.8,6144,91.21,101.96,436,71,23,1,0,34,713,0.11604817708333301,N,Motorola,RazrM,Gen7,KitKat,S2,8GB,N,Y,silver,0.0212993702169028,0.698716806,0,11,0.0252293577981651,NoPromo,N
800345,567,39,M,0,11,84.6,4096,41.64,52.26,520,91,32,1,0,24,1338,0.32666015625,N,Samsung,GalaxyS1,Gen1,IceCreamSandwich,S1,16GB,Y,Y,gold,0.0127391357889785,0.699822899,0,11,0.0211538461538462,NoPromo,N
400117,327,56,M,0,9,46.0,4096,171.76,180.83,541,93,27,1,0,30,0,0.0,N,Motorola,RazrM,Gen4,KitKat,S4,16GB,Y,Y,white,0.0175517409228503,0.764495202,0,6,0.011090573012939,Promo,N
384622,707,20,M,2,11,66.4,2048,100.25,104.39,616,79,33,1,0,36,1366,0.6669921875,N,Apple,iPhone3G,Gen1,iOS6,S5,16GB,Y,Y,silver,0.0207841347392942,0.480935685,0,8,0.012987012987013,NoPromo,N
249679,806,51,M,2,11,52.5,2048,163.81,174.65,463,69,25,1,0,4,286,0.1396484375,Y,Apple,iPhone3G,Gen2,iOS6,S2,8GB,Y,Y,gold,0.0229609274343213,0.563376754,0,12,0.0259179265658747,NoPromo,N
