,httpResponse,requestId,timeStamp,timingMillis,data.consecmonths,data.dropperc,data.income,data.mins,output
3506,200,5OB7X3CRN0M8SAJF,2017-09-04 23:36:16.944,0,12,0.0274,67.4,365,0.0001
3505,200,5OB7X3CRN0M8SAJF,2017-09-05 01:07:38.693,0,25,0.0309,72.6,421,0.5222
3504,200,5OB7X3CRN0M8SAJF,2017-09-05 02:42:44.403,0,22,0.0181,63.0,441,0.0001
3503,200,5OB7X3CRN0M8SAJF,2017-09-05 04:02:03.434,0,45,0.015600000000000001,75.8,706,0.0105
3502,200,5OB7X3CRN0M8SAJF,2017-09-05 05:47:28.838,0,18,0.0324,78.7,401,0.0
3501,200,5OB7X3CRN0M8SAJF,2017-09-05 13:47:54.106,0,30,0.0176,102.4,567,0.0031000000000000003
3500,200,5OB7X3CRN0M8SAJF,2017-09-05 19:59:28.108,0,25,0.012100000000000001,49.9,495,0.0002
3499,200,5OB7X3CRN0M8SAJF,2017-09-06 02:11:35.699,0,27,0.022,75.0,591,0.0589
3498,200,5OB7X3CRN0M8SAJF,2017-09-06 05:29:12.686,0,33,0.0165,37.5,547,0.0006000000000000001
3497,200,5OB7X3CRN0M8SAJF,2017-09-06 05:44:29.785,0,36,0.0188,83.5,585,0.0127
3496,200,5OB7X3CRN0M8SAJF,2017-09-06 14:41:50.840,0,17,0.0128,47.3,623,0.0001
3495,200,5OB7X3CRN0M8SAJF,2017-09-06 22:49:55.759,0,23,0.020300000000000002,84.6,541,0.0005
3494,200,5OB7X3CRN0M8SAJF,2017-09-07 01:14:01.341,0,29,0.0195,38.0,565,0.0031000000000000003
3493,200,5OB7X3CRN0M8SAJF,2017-09-07 01:30:23.281,0,27,0.012700000000000001,52.2,474,0.00030000000000000003
3492,200,5OB7X3CRN0M8SAJF,2017-09-07 07:56:39.805,0,26,0.0167,66.3,719,0.0035
3491,200,5OB7X3CRN0M8SAJF,2017-09-07 08:23:44.654,0,22,0.0261,66.8,306,0.0001
3490,200,5OB7X3CRN0M8SAJF,2017-09-07 14:04:42.382,0,28,0.0196,66.1,611,0.0125
3489,200,5OB7X3CRN0M8SAJF,2017-09-07 15:57:25.338,0,42,0.0324,94.2,309,0.4457
3488,200,5OB7X3CRN0M8SAJF,2017-09-07 18:23:31.104,0,31,0.0229,80.4,393,0.0335
3487,200,5OB7X3CRN0M8SAJF,2017-09-07 23:55:44.809,0,31,0.035500000000000004,77.2,422,0.8803000000000001
3486,200,5OB7X3CRN0M8SAJF,2017-09-08 00:13:59.334,0,24,0.014100000000000001,38.4,495,0.002
3485,200,5OB7X3CRN0M8SAJF,2017-09-08 00:48:40.782,0,40,0.01,67.8,700,0.0021000000000000003
3484,200,5OB7X3CRN0M8SAJF,2017-09-08 02:27:25.268,0,24,0.031900000000000005,54.3,439,0.2387
3483,200,5OB7X3CRN0M8SAJF,2017-09-08 02:36:24.090,0,10,0.020900000000000002,63.7,527,0.0005
3482,200,5OB7X3CRN0M8SAJF,2017-09-08 03:42:28.244,0,14,0.0115,92.4,347,0.0001
3481,200,5OB7X3CRN0M8SAJF,2017-09-08 12:34:43.009,0,30,0.021400000000000002,41.4,561,0.0094
3480,200,5OB7X3CRN0M8SAJF,2017-09-08 13:11:47.196,0,8,0.0205,73.3,536,0.0005
3479,200,5OB7X3CRN0M8SAJF,2017-09-09 02:29:29.136,0,31,0.0179,76.3,504,0.0023
3478,200,5OB7X3CRN0M8SAJF,2017-09-09 03:44:08.054,0,30,0.0247,58.7,283,0.0044
3477,200,5OB7X3CRN0M8SAJF,2017-09-09 08:19:15.271,0,23,0.019,48.1,473,0.0001
3476,200,5OB7X3CRN0M8SAJF,2017-09-09 14:59:10.778,0,11,0.020800000000000003,62.4,481,0.0002
3475,200,5OB7X3CRN0M8SAJF,2017-09-09 19:47:14.904,0,24,0.014100000000000001,70.5,567,0.006500000000000001
3474,200,5OB7X3CRN0M8SAJF,2017-09-09 21:26:37.830,0,29,0.0149,100.5,604,0.0026000000000000003
3473,200,5OB7X3CRN0M8SAJF,2017-09-09 21:31:32.158,0,26,0.0217,88.6,461,0.0222
3472,200,5OB7X3CRN0M8SAJF,2017-09-09 23:26:40.819,0,22,0.0183,73.6,600,0.0001
3471,200,5OB7X3CRN0M8SAJF,2017-09-10 01:22:57.004,0,31,0.0179,122.5,392,0.0015
3470,200,5OB7X3CRN0M8SAJF,2017-09-10 02:31:41.074,0,39,0.0224,79.5,490,0.0371
3469,200,5OB7X3CRN0M8SAJF,2017-09-10 02:32:46.231,0,26,0.0143,25.0,488,0.0006000000000000001
3468,200,5OB7X3CRN0M8SAJF,2017-09-10 08:37:53.735,0,25,0.0189,97.5,582,0.0064
3467,200,5OB7X3CRN0M8SAJF,2017-09-10 08:49:34.895,0,35,0.0235,47.1,468,0.0072000000000000015
3466,200,5OB7X3CRN0M8SAJF,2017-09-10 11:53:16.290,0,22,0.0323,52.0,372,0.0001
3465,200,5OB7X3CRN0M8SAJF,2017-09-10 12:01:31.567,0,14,0.020300000000000002,98.6,543,0.0007
3464,200,5OB7X3CRN0M8SAJF,2017-09-10 12:37:42.933,0,7,0.0143,103.8,559,0.0001
3463,200,5OB7X3CRN0M8SAJF,2017-09-10 12:44:32.862,0,16,0.0213,91.4,470,0.0004
3462,200,5OB7X3CRN0M8SAJF,2017-09-10 12:52:36.934,0,32,0.0238,78.1,504,0.1627
3461,200,5OB7X3CRN0M8SAJF,2017-09-10 19:59:32.463,0,30,0.0178,55.5,394,0.0005
3460,200,5OB7X3CRN0M8SAJF,2017-09-10 20:30:12.263,0,29,0.0458,68.5,284,0.9734
3459,200,5OB7X3CRN0M8SAJF,2017-09-10 21:18:01.909,0,33,0.0388,55.2,387,0.5713
3458,200,5OB7X3CRN0M8SAJF,2017-09-10 21:39:47.461,0,38,0.019100000000000002,84.3,470,0.0023
3457,200,5OB7X3CRN0M8SAJF,2017-09-10 22:04:46.543,0,44,0.024300000000000002,56.1,534,0.0549
3456,200,5OB7X3CRN0M8SAJF,2017-09-11 02:51:12.706,0,42,0.021500000000000002,69.1,465,0.016
3455,200,5OB7X3CRN0M8SAJF,2017-09-11 04:06:19.777,0,29,0.0171,98.8,410,0.0026000000000000003
3454,200,5OB7X3CRN0M8SAJF,2017-09-11 05:37:17.947,0,24,0.0241,93.4,498,0.1226
3453,200,5OB7X3CRN0M8SAJF,2017-09-11 08:22:57.876,0,25,0.032600000000000004,57.5,307,0.1665
3452,200,5OB7X3CRN0M8SAJF,2017-09-11 08:50:53.081,0,14,0.024900000000000002,70.7,321,0.0
3451,200,5OB7X3CRN0M8SAJF,2017-09-11 15:32:34.769,0,40,0.0196,105.9,511,0.0176
3450,200,5OB7X3CRN0M8SAJF,2017-09-11 18:04:54.957,0,18,0.0151,82.6,596,0.0002
3449,200,5OB7X3CRN0M8SAJF,2017-09-12 02:18:12.573,0,28,0.009600000000000001,74.6,729,0.0007
3448,200,5OB7X3CRN0M8SAJF,2017-09-12 02:59:07.359,0,23,0.019200000000000002,113.3,520,0.0006000000000000001
3447,200,5OB7X3CRN0M8SAJF,2017-09-12 03:06:42.713,0,38,0.0151,71.8,597,0.0102
3446,200,5OB7X3CRN0M8SAJF,2017-09-12 03:57:02.178,0,25,0.031900000000000005,72.2,408,0.4088
3445,200,5OB7X3CRN0M8SAJF,2017-09-12 04:53:57.445,0,32,0.0207,93.1,386,0.016800000000000002
3444,200,5OB7X3CRN0M8SAJF,2017-09-12 05:09:45.271,0,15,0.0244,84.5,450,0.00030000000000000003
3443,200,5OB7X3CRN0M8SAJF,2017-09-12 08:59:07.493,0,40,0.0287,80.2,418,0.5035000000000001
3442,200,5OB7X3CRN0M8SAJF,2017-09-12 12:02:47.553,0,36,0.033600000000000005,78.0,446,0.9346
3441,200,5OB7X3CRN0M8SAJF,2017-09-12 14:15:02.155,0,28,0.023100000000000002,53.0,476,0.0074
3440,200,5OB7X3CRN0M8SAJF,2017-09-12 17:03:31.290,0,21,0.0149,51.7,672,0.0002
3439,200,5OB7X3CRN0M8SAJF,2017-09-12 17:21:19.983,0,26,0.024200000000000003,68.9,495,0.0747
3438,200,5OB7X3CRN0M8SAJF,2017-09-12 19:03:30.592,0,23,0.0224,47.2,535,0.00030000000000000003
3437,200,5OB7X3CRN0M8SAJF,2017-09-12 22:24:47.945,0,18,0.016900000000000002,60.0,767,0.0002
3436,200,5OB7X3CRN0M8SAJF,2017-09-12 22:31:52.399,0,35,0.0273,92.5,403,0.1675
3435,200,5OB7X3CRN0M8SAJF,2017-09-13 01:28:58.337,0,36,0.028,84.6,286,0.17950000000000002
3434,200,5OB7X3CRN0M8SAJF,2017-09-13 03:20:31.181,0,33,0.020200000000000003,56.5,544,0.0096
3433,200,5OB7X3CRN0M8SAJF,2017-09-13 09:12:21.650,0,38,0.033,93.2,364,0.5424
3432,200,5OB7X3CRN0M8SAJF,2017-09-13 17:18:58.566,0,37,0.020800000000000003,72.3,576,0.035
3431,200,5OB7X3CRN0M8SAJF,2017-09-14 01:26:09.233,0,33,0.010100000000000001,27.0,597,0.00030000000000000003
3430,200,5OB7X3CRN0M8SAJF,2017-09-14 06:33:17.599,0,13,0.0199,79.1,452,0.0002
3429,200,5OB7X3CRN0M8SAJF,2017-09-14 08:00:08.675,0,26,0.021500000000000002,68.6,465,0.0121
3428,200,5OB7X3CRN0M8SAJF,2017-09-14 08:06:02.541,0,21,0.0229,107.3,567,0.0013000000000000002
3427,200,5OB7X3CRN0M8SAJF,2017-09-14 08:13:39.133,0,38,0.0178,67.4,563,0.003
3426,200,5OB7X3CRN0M8SAJF,2017-09-15 00:06:04.533,0,29,0.0105,80.7,574,0.0006000000000000001
3425,200,5OB7X3CRN0M8SAJF,2017-09-15 00:47:54.040,0,19,0.0198,65.8,404,0.0001
3424,200,5OB7X3CRN0M8SAJF,2017-09-15 02:23:25.799,0,44,0.016900000000000002,41.7,474,0.0004
3423,200,5OB7X3CRN0M8SAJF,2017-09-15 06:09:11.473,0,26,0.0177,64.8,452,0.0021000000000000003
3422,200,5OB7X3CRN0M8SAJF,2017-09-15 15:26:11.170,0,24,0.0205,75.5,584,0.0426
3421,200,5OB7X3CRN0M8SAJF,2017-09-15 18:05:03.465,0,18,0.051000000000000004,73.0,255,0.0
3420,200,5OB7X3CRN0M8SAJF,2017-09-15 19:20:28.439,0,29,0.015,82.4,401,0.0021000000000000003
3419,200,5OB7X3CRN0M8SAJF,2017-09-16 01:53:40.278,0,18,0.0161,45.3,559,0.0001
3418,200,5OB7X3CRN0M8SAJF,2017-09-16 05:48:58.235,0,27,0.0224,69.6,580,0.0529
3417,200,5OB7X3CRN0M8SAJF,2017-09-16 08:01:52.732,0,19,0.026600000000000002,112.3,451,0.001
3416,200,5OB7X3CRN0M8SAJF,2017-09-16 09:13:26.313,0,26,0.0229,84.8,524,0.0878
3415,200,5OB7X3CRN0M8SAJF,2017-09-16 09:20:41.650,0,35,0.0167,53.2,540,0.001
3414,200,5OB7X3CRN0M8SAJF,2017-09-16 13:30:17.881,0,23,0.0516,52.0,252,0.0
3413,200,5OB7X3CRN0M8SAJF,2017-09-17 01:18:50.923,0,47,0.0373,87.2,322,0.7791
3412,200,5OB7X3CRN0M8SAJF,2017-09-17 07:41:32.631,0,21,0.0166,78.1,421,0.0001
3411,200,5OB7X3CRN0M8SAJF,2017-09-17 12:06:16.662,0,31,0.0273,73.2,366,0.0544
3410,200,5OB7X3CRN0M8SAJF,2017-09-17 14:38:25.331,0,19,0.018500000000000003,76.4,649,0.0002
3409,200,5OB7X3CRN0M8SAJF,2017-09-17 19:12:32.768,0,21,0.0217,53.1,461,0.0002
3408,200,5OB7X3CRN0M8SAJF,2017-09-18 02:29:54.387,0,34,0.021,37.0,524,0.005
3407,200,5OB7X3CRN0M8SAJF,2017-09-18 05:33:31.453,0,31,0.0227,94.1,440,0.0463
3406,200,5OB7X3CRN0M8SAJF,2017-09-18 12:43:02.699,0,43,0.0146,83.9,547,0.0031000000000000003
3405,200,5OB7X3CRN0M8SAJF,2017-09-18 15:31:19.397,0,17,0.0213,57.0,516,0.00030000000000000003
3404,200,5OB7X3CRN0M8SAJF,2017-09-18 15:40:34.286,0,32,0.020800000000000003,50.6,529,0.006999999999999999
3403,200,5OB7X3CRN0M8SAJF,2017-09-18 19:30:23.809,0,42,0.0165,70.9,486,0.0018000000000000004
3402,200,5OB7X3CRN0M8SAJF,2017-09-19 02:05:24.582,0,29,0.0166,69.4,662,0.0035
3401,200,5OB7X3CRN0M8SAJF,2017-09-19 03:01:47.103,0,26,0.0235,62.7,383,0.0158
3400,200,5OB7X3CRN0M8SAJF,2017-09-19 03:45:01.334,0,21,0.0349,72.0,315,0.0
3399,200,5OB7X3CRN0M8SAJF,2017-09-19 14:26:08.889,0,28,0.0092,68.2,652,0.0007
3398,200,5OB7X3CRN0M8SAJF,2017-09-19 19:19:24.805,0,27,0.0367,68.7,300,0.3108
3397,200,5OB7X3CRN0M8SAJF,2017-09-20 05:47:56.865,0,43,0.031100000000000003,85.6,354,0.2892
3396,200,5OB7X3CRN0M8SAJF,2017-09-20 14:28:20.522,0,20,0.0165,67.1,546,0.0001
3395,200,5OB7X3CRN0M8SAJF,2017-09-20 14:55:59.306,0,33,0.0111,58.8,628,0.0005
3394,200,5OB7X3CRN0M8SAJF,2017-09-20 15:33:51.662,0,31,0.0264,34.4,417,0.0175
3393,200,5OB7X3CRN0M8SAJF,2017-09-20 16:47:51.588,0,15,0.0317,31.2,442,0.0001
3392,200,5OB7X3CRN0M8SAJF,2017-09-20 23:30:23.670,0,35,0.0183,63.8,437,0.0027
3391,200,5OB7X3CRN0M8SAJF,2017-09-21 02:35:35.820,0,24,0.026600000000000002,98.2,301,0.0217
3390,200,5OB7X3CRN0M8SAJF,2017-09-21 04:48:19.648,0,18,0.020900000000000002,92.2,431,0.0004
3389,200,5OB7X3CRN0M8SAJF,2017-09-21 08:20:50.838,0,27,0.0132,81.2,760,0.0007
3388,200,5OB7X3CRN0M8SAJF,2017-09-21 15:35:19.631,0,27,0.0238,76.5,504,0.07880000000000001
3387,200,5OB7X3CRN0M8SAJF,2017-09-21 17:09:17.628,0,35,0.0172,76.9,583,0.0041
3386,200,5OB7X3CRN0M8SAJF,2017-09-21 23:29:29.827,0,33,0.0183,54.2,545,0.0009000000000000002
3385,200,5OB7X3CRN0M8SAJF,2017-09-22 05:17:57.617,0,19,0.021400000000000002,67.0,514,0.0005
3384,200,5OB7X3CRN0M8SAJF,2017-09-22 11:28:48.621,0,25,0.014100000000000001,50.1,567,0.0017
3383,200,5OB7X3CRN0M8SAJF,2017-09-22 12:59:53.346,0,19,0.0143,84.4,767,0.0002
3382,200,5OB7X3CRN0M8SAJF,2017-09-22 17:13:45.128,0,31,0.008700000000000001,40.4,686,0.0004
3381,200,5OB7X3CRN0M8SAJF,2017-09-22 20:25:26.935,0,21,0.0165,86.9,484,0.0001
3380,200,5OB7X3CRN0M8SAJF,2017-09-23 06:34:52.342,0,18,0.0105,45.3,665,0.0001
3379,200,5OB7X3CRN0M8SAJF,2017-09-23 09:22:11.141,0,35,0.0123,90.6,486,0.0012
3378,200,5OB7X3CRN0M8SAJF,2017-09-23 14:41:11.149,0,19,0.015300000000000001,100.3,524,0.0001
3377,200,5OB7X3CRN0M8SAJF,2017-09-23 21:51:00.810,0,22,0.024200000000000003,95.9,414,0.00030000000000000003
3376,200,5OB7X3CRN0M8SAJF,2017-09-23 22:27:44.904,0,23,0.014700000000000001,60.5,476,0.0002
3375,200,5OB7X3CRN0M8SAJF,2017-09-23 23:31:26.891,0,31,0.0308,100.8,422,0.7084
3374,200,5OB7X3CRN0M8SAJF,2017-09-23 23:35:58.574,0,25,0.0218,71.8,505,0.0261
3373,200,5OB7X3CRN0M8SAJF,2017-09-24 05:10:48.972,0,27,0.019100000000000002,88.0,419,0.0032
3372,200,5OB7X3CRN0M8SAJF,2017-09-24 06:18:15.990,0,29,0.016900000000000002,21.1,650,0.0013000000000000002
3371,200,5OB7X3CRN0M8SAJF,2017-09-24 10:11:13.547,0,29,0.022500000000000003,116.0,444,0.0398
3370,200,5OB7X3CRN0M8SAJF,2017-09-24 10:41:29.676,0,23,0.0166,94.8,541,0.0002
3369,200,5OB7X3CRN0M8SAJF,2017-09-24 16:50:09.839,0,18,0.0166,79.0,603,0.0002
3368,200,5OB7X3CRN0M8SAJF,2017-09-24 19:27:25.194,0,46,0.019700000000000002,84.5,457,0.006500000000000001
3367,200,5OB7X3CRN0M8SAJF,2017-09-24 19:49:14.762,0,31,0.0119,73.0,671,0.0007
3366,200,5OB7X3CRN0M8SAJF,2017-09-24 21:19:56.987,0,21,0.0253,62.2,356,0.0001
3365,200,5OB7X3CRN0M8SAJF,2017-09-24 22:47:42.648,0,38,0.014100000000000001,31.6,497,0.0005
3364,200,5OB7X3CRN0M8SAJF,2017-09-24 23:26:16.715,0,24,0.0114,67.6,616,0.0009000000000000002
3363,200,5OB7X3CRN0M8SAJF,2017-09-25 00:47:35.860,0,30,0.0241,53.9,540,0.027000000000000003
3362,200,5OB7X3CRN0M8SAJF,2017-09-25 03:09:21.571,0,37,0.0216,47.8,603,0.042100000000000005
3361,200,5OB7X3CRN0M8SAJF,2017-09-25 05:55:33.761,0,29,0.0233,60.9,429,0.0273
3360,200,5OB7X3CRN0M8SAJF,2017-09-25 09:46:00.613,0,29,0.013000000000000001,73.3,539,0.0005
3359,200,5OB7X3CRN0M8SAJF,2017-09-25 11:49:59.020,0,27,0.0198,60.0,555,0.01
3358,200,5OB7X3CRN0M8SAJF,2017-09-25 14:13:04.204,0,34,0.0132,54.7,605,0.0004
3357,200,5OB7X3CRN0M8SAJF,2017-09-26 01:30:23.496,0,29,0.0198,84.4,504,0.0135
3356,200,5OB7X3CRN0M8SAJF,2017-09-26 03:56:18.554,0,31,0.025400000000000002,48.4,394,0.0135
3355,200,5OB7X3CRN0M8SAJF,2017-09-26 12:08:35.317,0,28,0.0154,74.6,586,0.0032
3354,200,5OB7X3CRN0M8SAJF,2017-09-26 14:57:50.326,0,25,0.0211,57.1,522,0.016300000000000002
3353,200,5OB7X3CRN0M8SAJF,2017-09-26 17:41:17.915,0,27,0.029400000000000003,22.8,306,0.0106
3352,200,5OB7X3CRN0M8SAJF,2017-09-26 20:04:52.063,0,21,0.0091,75.8,550,0.0001
3351,200,5OB7X3CRN0M8SAJF,2017-09-27 11:32:47.639,0,19,0.015700000000000002,63.8,509,0.0001
3350,200,5OB7X3CRN0M8SAJF,2017-09-27 13:51:22.013,0,13,0.021500000000000002,92.5,511,0.0008
3349,200,5OB7X3CRN0M8SAJF,2017-09-27 15:14:50.980,0,44,0.032100000000000004,69.7,529,0.5558000000000001
3348,200,5OB7X3CRN0M8SAJF,2017-09-27 15:22:09.853,0,16,0.0298,69.1,403,0.0001
3347,200,5OB7X3CRN0M8SAJF,2017-09-27 18:50:32.154,0,45,0.02,86.2,450,0.0072000000000000015
3346,200,5OB7X3CRN0M8SAJF,2017-09-27 19:13:30.575,0,22,0.014100000000000001,92.6,495,0.0004
3345,200,5OB7X3CRN0M8SAJF,2017-09-27 20:17:53.384,0,24,0.0073,61.9,546,0.0007
3344,200,5OB7X3CRN0M8SAJF,2017-09-27 21:03:24.614,0,26,0.0164,68.4,610,0.0032
3343,200,5OB7X3CRN0M8SAJF,2017-09-28 02:26:55.235,0,30,0.009000000000000001,84.6,556,0.0006000000000000001
3342,200,5OB7X3CRN0M8SAJF,2017-09-28 08:39:58.206,0,22,0.0216,123.0,416,0.0005
3341,200,5OB7X3CRN0M8SAJF,2017-09-28 13:46:16.550,0,35,0.0247,108.8,445,0.12860000000000002
3340,200,5OB7X3CRN0M8SAJF,2017-09-28 14:42:20.064,0,25,0.0166,112.2,543,0.0024
3339,200,5OB7X3CRN0M8SAJF,2017-09-28 20:34:06.972,0,26,0.027600000000000003,36.3,398,0.034300000000000004
3338,200,5OB7X3CRN0M8SAJF,2017-09-28 21:04:36.314,0,32,0.019,34.9,526,0.0006000000000000001
3337,200,5OB7X3CRN0M8SAJF,2017-09-28 22:59:54.202,0,23,0.0179,37.1,447,0.0
3336,200,5OB7X3CRN0M8SAJF,2017-09-28 23:53:49.431,0,48,0.038,34.8,368,0.2105
3335,200,5OB7X3CRN0M8SAJF,2017-09-29 00:35:37.857,0,23,0.0194,74.1,618,0.0002
3334,200,5OB7X3CRN0M8SAJF,2017-09-29 03:01:21.427,0,36,0.0198,77.8,353,0.0034
3333,200,5OB7X3CRN0M8SAJF,2017-09-29 05:15:29.269,0,27,0.0178,43.6,619,0.0017
3332,200,5OB7X3CRN0M8SAJF,2017-09-29 06:54:52.558,0,39,0.028,64.6,429,0.5455
3331,200,5OB7X3CRN0M8SAJF,2017-09-29 08:55:33.627,0,16,0.0332,86.0,361,0.0
3330,200,5OB7X3CRN0M8SAJF,2017-09-29 09:30:28.607,0,25,0.015700000000000002,51.0,509,0.0009000000000000002
3329,200,5OB7X3CRN0M8SAJF,2017-09-29 09:51:02.124,0,16,0.017,72.0,529,0.0001
3328,200,5OB7X3CRN0M8SAJF,2017-09-29 11:11:22.789,0,14,0.032,74.9,375,0.0001
3327,200,5OB7X3CRN0M8SAJF,2017-09-29 17:31:36.163,0,21,0.0151,84.1,661,0.0002
3326,200,5OB7X3CRN0M8SAJF,2017-09-29 19:47:18.756,0,27,0.0267,76.0,412,0.066
3325,200,5OB7X3CRN0M8SAJF,2017-09-29 20:27:21.831,0,21,0.0086,74.5,582,0.0001
3324,200,5OB7X3CRN0M8SAJF,2017-09-30 02:52:25.146,0,19,0.016900000000000002,80.0,531,0.0001
3323,200,5OB7X3CRN0M8SAJF,2017-09-30 18:15:35.050,0,24,0.023200000000000002,46.7,474,0.005200000000000001
3322,200,5OB7X3CRN0M8SAJF,2017-09-30 20:01:49.254,0,35,0.012100000000000001,92.4,577,0.0012
3321,200,5OB7X3CRN0M8SAJF,2017-09-30 20:48:00.115,0,21,0.0175,81.5,515,0.0001
3320,200,5OB7X3CRN0M8SAJF,2017-10-01 04:43:04.558,0,17,0.0291,48.9,344,0.0
3319,200,5OB7X3CRN0M8SAJF,2017-10-01 08:16:07.382,0,34,0.0131,45.7,536,0.0002
3318,200,5OB7X3CRN0M8SAJF,2017-10-01 09:25:56.268,0,35,0.029400000000000003,98.8,374,0.1497
3317,200,5OB7X3CRN0M8SAJF,2017-10-01 11:50:15.396,0,37,0.0165,93.2,546,0.0046
3316,200,5OB7X3CRN0M8SAJF,2017-10-01 14:58:49.042,0,16,0.0213,79.8,611,0.0013000000000000002
3315,200,5OB7X3CRN0M8SAJF,2017-10-01 16:18:06.805,0,29,0.0142,76.5,493,0.0046
3314,200,5OB7X3CRN0M8SAJF,2017-10-01 16:51:46.733,0,34,0.0263,84.7,418,0.122
3313,200,5OB7X3CRN0M8SAJF,2017-10-01 19:45:28.897,0,22,0.017,68.0,528,0.0001
3312,200,5OB7X3CRN0M8SAJF,2017-10-02 05:46:24.418,0,27,0.0155,74.9,516,0.0025
3311,200,5OB7X3CRN0M8SAJF,2017-10-02 07:21:23.573,0,21,0.015700000000000002,83.9,446,0.0001
3310,200,5OB7X3CRN0M8SAJF,2017-10-02 11:08:01.332,0,21,0.029500000000000002,78.4,407,0.0001
3309,200,5OB7X3CRN0M8SAJF,2017-10-02 12:52:07.326,0,31,0.0204,66.7,540,0.018000000000000002
3308,200,5OB7X3CRN0M8SAJF,2017-10-02 20:56:46.156,0,24,0.0123,73.7,571,0.0007
3307,200,5OB7X3CRN0M8SAJF,2017-10-03 03:31:20.099,0,24,0.0187,82.4,534,0.0058000000000000005
3306,200,5OB7X3CRN0M8SAJF,2017-10-03 06:36:09.740,0,30,0.027700000000000002,37.4,397,0.036000000000000004
3305,200,5OB7X3CRN0M8SAJF,2017-10-03 07:04:26.138,0,25,0.0217,125.8,506,0.0815
3304,200,5OB7X3CRN0M8SAJF,2017-10-03 12:33:45.701,0,36,0.014700000000000001,71.6,611,0.0088
3303,200,5OB7X3CRN0M8SAJF,2017-10-03 17:49:49.310,0,27,0.0154,41.5,779,0.0019
3302,200,5OB7X3CRN0M8SAJF,2017-10-03 19:11:47.585,0,25,0.011300000000000001,71.2,709,0.0007
3301,200,5OB7X3CRN0M8SAJF,2017-10-04 00:17:00.249,0,24,0.02,66.6,500,0.0077
3300,200,5OB7X3CRN0M8SAJF,2017-10-04 07:29:28.587,0,29,0.0122,92.4,492,0.0008
3299,200,5OB7X3CRN0M8SAJF,2017-10-04 12:51:33.665,0,27,0.016300000000000002,76.4,551,0.0026000000000000003
3298,200,5OB7X3CRN0M8SAJF,2017-10-04 13:49:37.332,0,10,0.0229,85.2,523,0.0006000000000000001
3297,200,5OB7X3CRN0M8SAJF,2017-10-04 15:56:32.935,0,28,0.022,67.3,546,0.0309
3296,200,5OB7X3CRN0M8SAJF,2017-10-04 20:33:47.617,0,19,0.0088,23.9,684,0.0
3295,200,5OB7X3CRN0M8SAJF,2017-10-04 22:07:46.068,0,21,0.0179,51.8,390,0.0001
3294,200,5OB7X3CRN0M8SAJF,2017-10-04 23:01:58.224,0,34,0.0251,64.6,439,0.057
3293,200,5OB7X3CRN0M8SAJF,2017-10-05 04:11:54.630,0,29,0.0173,73.9,521,0.0025
3292,200,5OB7X3CRN0M8SAJF,2017-10-05 09:25:54.253,0,37,0.0262,74.8,382,0.1015
3291,200,5OB7X3CRN0M8SAJF,2017-10-05 17:17:29.169,0,39,0.0227,43.2,309,0.0027
3290,200,5OB7X3CRN0M8SAJF,2017-10-06 01:23:00.103,0,29,0.0223,54.3,539,0.0076
3289,200,5OB7X3CRN0M8SAJF,2017-10-06 05:06:22.359,0,36,0.027100000000000003,76.8,332,0.0306
3288,200,5OB7X3CRN0M8SAJF,2017-10-06 05:52:54.638,0,22,0.0184,57.2,489,0.0001
3287,200,5OB7X3CRN0M8SAJF,2017-10-06 06:03:36.413,0,32,0.0154,95.3,716,0.005
3286,200,5OB7X3CRN0M8SAJF,2017-10-06 08:31:07.810,0,20,0.016,104.4,564,0.0001
3285,200,5OB7X3CRN0M8SAJF,2017-10-06 09:09:10.004,0,37,0.009300000000000001,67.8,648,0.0019
3284,200,5OB7X3CRN0M8SAJF,2017-10-06 10:50:18.162,0,23,0.0161,45.4,498,0.0001
3283,200,5OB7X3CRN0M8SAJF,2017-10-06 19:39:12.967,0,25,0.015,56.8,599,0.0025
3282,200,5OB7X3CRN0M8SAJF,2017-10-06 21:26:27.697,0,35,0.016900000000000002,57.8,474,0.0014
3281,200,5OB7X3CRN0M8SAJF,2017-10-07 02:38:41.606,0,11,0.023,49.4,435,0.0001
3280,200,5OB7X3CRN0M8SAJF,2017-10-07 02:42:44.806,0,31,0.019200000000000002,81.4,522,0.004
3279,200,5OB7X3CRN0M8SAJF,2017-10-07 02:48:16.565,0,23,0.0329,54.0,426,0.0001
3278,200,5OB7X3CRN0M8SAJF,2017-10-07 04:45:28.530,0,21,0.0228,60.0,394,0.0002
3277,200,5OB7X3CRN0M8SAJF,2017-10-07 08:54:05.456,0,28,0.0284,83.3,423,0.3778
3276,200,5OB7X3CRN0M8SAJF,2017-10-07 09:24:10.512,0,30,0.0172,68.0,639,0.0035
3275,200,5OB7X3CRN0M8SAJF,2017-10-07 09:51:24.477,0,27,0.0199,39.1,553,0.0024
3274,200,5OB7X3CRN0M8SAJF,2017-10-07 11:24:50.010,0,37,0.020300000000000002,49.8,492,0.0022
3273,200,5OB7X3CRN0M8SAJF,2017-10-07 12:16:05.338,0,23,0.0244,49.0,410,0.0001
3272,200,5OB7X3CRN0M8SAJF,2017-10-07 12:50:55.454,0,28,0.0235,83.0,638,0.17320000000000002
3271,200,5OB7X3CRN0M8SAJF,2017-10-07 16:27:52.754,0,37,0.020200000000000003,88.3,445,0.013800000000000002
