custid,dropperc,mins,consecmonths,income,age,churn_Y,prob
733289,0.0394366197183099,355,18,76.5,25,0,0.30373198622054737
818252,0.0224948875255624,489,36,62.8,47,0,0.46254967095278854
665307,0.0143061516452074,699,25,72.0,43,0,0.2977047033388603
11120,0.0198019801980198,404,31,76.4,29,0,0.4509592950755487
77202,0.0198807157057654,503,24,59.2,29,0,0.4551843048669217
563242,0.025974025974026,385,22,55.2,53,0,0.4197970140803079
312055,0.0189753320683112,527,36,105.6,44,0,0.4614482273500046
105824,0.0139720558882236,501,37,38.8,32,0,0.4541065781683885
180367,0.0228215767634855,482,20,80.4,66,0,0.420698910196271
138513,0.0200364298724954,549,20,30.0,57,0,0.3913569866185832
703003,0.0170068027210884,588,35,71.1,42,0,0.4524502228430497
143187,0.00994318181818182,704,27,67.9,46,0,0.18094353871964866
726617,0.0202020202020202,396,21,101.2,34,0,0.42206207268244395
173815,0.0171102661596958,526,33,53.2,31,0,0.4412118921074305
668132,0.0256410256410256,390,23,40.3,47,0,0.4197970140803079
65858,0.0169491525423729,472,28,49.0,52,0,0.4288173593689405
535444,0.0207156308851224,531,36,53.0,29,0,0.463732981669149
946729,0.0138169257340242,579,38,63.8,37,0,0.48294585164832093
157674,0.0218446601941748,412,19,63.4,35,0,0.4269972200426291
141100,0.0237623762376238,505,17,69.3,38,0,0.2771202457747275
528922,0.0148305084745763,472,26,75.3,39,0,0.45192374492903997
706211,0.0191304347826087,575,25,91.6,52,0,0.4483344730343459
653917,0.0160771704180064,622,17,76.4,33,0,0.2612748930860209
442691,0.0178041543026706,674,24,52.8,32,0,0.4496348944120446
622553,0.011986301369863001,584,19,63.9,37,0,0.2788198616236098
241932,0.0217785843920145,551,11,71.6,51,0,0.2670114635978962
621944,0.0202839756592292,493,25,106.9,42,0,0.4683569764354053
693828,0.0100200400801603,499,13,70.2,41,0,0.15862161831445076
334558,0.0159045725646123,503,45,33.0,46,0,0.4355454206559995
280393,0.0190677966101695,472,18,75.2,60,0,0.24443508068256772
865204,0.037542662116041,293,38,43.2,23,1,0.5015363337748994
87237,0.0316091954022989,348,26,67.5,42,0,0.47967557803317146
225183,0.0191897654584222,469,22,74.0,35,0,0.4070377538480125
148538,0.0282051282051282,390,30,66.7,41,0,0.4873564734247482
991367,0.0253456221198157,434,35,105.8,34,0,0.49038301010665786
902996,0.0181451612903226,496,25,103.4,26,0,0.46186074197914956
409225,0.0238095238095238,420,37,76.5,44,1,0.47881996758865464
779823,0.0203703703703704,540,25,49.6,50,0,0.44882921305985946
55871,0.0155555555555556,450,16,73.3,39,0,0.2532925405658473
622531,0.0125698324022346,716,12,77.8,41,0,0.08662779306847462
583779,0.0501567398119122,319,19,76.7,37,0,0.4852777933723775
564675,0.0158730158730159,630,28,66.0,53,0,0.4445838820618378
434462,0.0128410914927769,623,17,47.3,51,0,0.1514119499531098
926683,0.0127298444130127,707,24,90.7,38,0,0.1846445978463079
697944,0.0212314225053079,471,37,66.2,37,0,0.4638999818166622
784626,0.0121107266435986,578,32,69.9,39,0,0.30717394805611764
807391,0.0231404958677686,605,30,45.9,42,0,0.46930430218911273
475514,0.0187074829931973,588,28,53.6,31,0,0.4435801090019523
241727,0.0225,400,32,50.6,45,0,0.44782340127346326
968771,0.0162962962962963,675,32,70.4,44,0,0.45852630961924257
69958,0.0222222222222222,585,16,114.9,33,0,0.27916213764853826
489688,0.016728624535316004,538,19,55.1,41,0,0.4052283818934714
897099,0.0165289256198347,605,32,64.0,43,0,0.4490966398653508
845008,0.0345744680851064,376,33,72.7,54,0,0.4898326284534134
618605,0.0170068027210884,588,29,64.8,36,0,0.45170157122436294
798855,0.0040650406504065,738,30,87.6,56,0,0.181911718115927
846365,0.0214132762312634,467,34,83.4,37,0,0.4615429984266545
621575,0.019271948608137,467,37,80.8,48,0,0.44589786394270653
356272,0.0201834862385321,545,25,58.6,47,0,0.456967852720247
75485,0.0256880733944954,545,37,50.4,52,0,0.4770652159273471
557506,0.0198019801980198,303,15,43.9,50,0,0.2359005665067322
923259,0.0178571428571429,560,32,31.9,18,0,0.4359535238927976
449367,0.0215264187866928,511,22,87.0,46,0,0.42899087016856935
708072,0.0153172866520788,457,19,28.0,37,0,0.3915271559119988
699904,0.0181347150259067,386,23,100.8,42,0,0.4018117815889821
858840,0.0222222222222222,405,24,33.6,40,0,0.43905757597543865
916101,0.0255220417633411,431,31,135.2,50,1,0.48319294560656184
844140,0.0531400966183575,207,28,103.2,24,1,0.5313524107741124
52206,0.0169811320754717,530,36,50.7,37,0,0.44429666467176265
429823,0.0214424951267057,513,20,108.7,32,0,0.43441961545675806
698263,0.017578125,512,33,56.6,41,0,0.44672261654805445
641223,0.015527950310558997,644,17,72.5,41,0,0.2592488939830887
374165,0.0207547169811321,530,28,54.6,61,0,0.44367495973283627
723810,0.0139372822299652,574,17,68.3,29,0,0.2789960729655359
85314,0.0200729927007299,548,28,85.8,36,0,0.4585455089575167
353244,0.0260047281323877,423,15,104.5,68,0,0.2777832712616197
915326,0.0103703703703704,675,25,71.1,20,0,0.32068314668710063
751472,0.0166666666666667,540,43,59.5,20,0,0.458543113823063
12413,0.009615384615384621,520,37,92.1,65,0,0.305222730491738
939242,0.0167224080267559,598,39,90.0,46,0,0.46095013730294504
809777,0.0174050632911392,632,38,108.2,37,0,0.46383490156318946
666400,0.0135135135135135,592,20,45.4,34,0,0.2688611226981687
587233,0.0172711571675302,579,16,76.2,49,0,0.2557581763005958
986277,0.0210727969348659,522,25,82.3,53,0,0.46238669517732645
354695,0.008130081300813009,492,18,61.2,55,0,0.1532742373055819
312091,0.0239234449760766,418,20,40.9,44,0,0.4209414439676199
43467,0.0218446601941748,412,25,60.8,34,0,0.46079196289481655
267048,0.0180360721442886,499,20,58.7,39,0,0.40645451754565765
306497,0.0189035916824197,529,19,79.9,48,0,0.4120270982581211
470790,0.0135135135135135,444,39,64.6,65,0,0.2954669440658278
706459,0.0171073094867807,643,29,73.5,46,0,0.4524502228430497
830879,0.0138888888888889,576,35,72.9,46,0,0.4781828550749461
273216,0.0162337662337662,616,20,53.7,48,0,0.3964818524256945
700675,0.0176817288801572,509,19,68.9,51,0,0.4087494665366942
893887,0.0207939508506616,529,40,85.6,56,0,0.46811541076106206
454928,0.0165289256198347,484,21,86.9,49,0,0.4028089849072507
829400,0.0138339920948617,506,16,71.3,46,0,0.27960445120424293
780696,0.0369318181818182,352,14,48.5,54,0,0.28184217821621754
532123,0.0209302325581395,430,47,66.1,33,0,0.46651806565411436
894255,0.0154373927958834,583,31,60.7,56,0,0.4445838820618378
57525,0.0203045685279188,394,19,59.0,26,0,0.4229617799491052
991023,0.0214723926380368,326,27,86.3,21,0,0.45726018900986704
236490,0.023094688221709,433,24,49.1,40,0,0.461528770498253
411133,0.0175746924428823,569,38,58.9,42,0,0.45242057900402033
250081,0.0199637023593466,551,28,67.3,50,0,0.44805658249829716
55390,0.013355592654424,599,36,66.3,33,0,0.3143597329035333
140442,0.0268292682926829,410,34,31.5,44,0,0.4616397609728908
107739,0.0338983050847458,295,31,91.0,41,0,0.49479761081687135
875384,0.0200501253132832,399,17,74.4,44,0,0.2560846327398893
450859,0.0147058823529412,476,31,44.8,47,0,0.4359658235948438
49907,0.0205338809034908,487,36,72.8,41,0,0.46840441298410307
212540,0.0215982721382289,463,31,77.5,36,0,0.4641592972375574
135094,0.0217821782178218,505,31,49.9,61,0,0.44367495973283627
867459,0.0246085011185682,447,31,62.1,28,0,0.47232342729619115
974816,0.0206422018348624,436,26,43.4,50,0,0.44347905153616124
113000,0.0205949656750572,437,36,46.9,57,0,0.44916922921687197
165780,0.0334128878281623,419,25,67.8,40,0,0.5018937925306994
423564,0.0213219616204691,469,37,51.0,43,0,0.45574149606398784
898606,0.0190779014308426,629,29,36.4,29,0,0.43483193490738853
382820,0.0228571428571429,350,35,35.0,39,0,0.43957903085479805
439004,0.0156739811912226,638,20,125.3,41,0,0.4175935477687129
314257,0.0183639398998331,599,22,75.2,47,0,0.4076343902217803
463296,0.0130597014925373,536,25,87.6,48,0,0.3065186278302256
300863,0.0211864406779661,472,35,69.5,28,0,0.46079196289481655
319195,0.0224719101123595,445,43,67.9,39,0,0.4638999818166622
757286,0.0241758241758242,455,12,89.2,27,0,0.28272584947100915
885363,0.0255681818181818,352,19,97.7,29,0,0.440237558075896
927128,0.0116550116550117,429,26,77.6,30,0,0.3056473352968406
552560,0.0219298245614035,456,34,122.8,56,0,0.46268099736079216
495897,0.0241935483870968,372,23,96.2,27,0,0.428062029466865
881227,0.014792899408283997,676,20,79.9,33,0,0.2665008933454973
67869,0.0289855072463768,483,24,92.9,45,1,0.4991491366457403
162410,0.022075055187638,453,29,71.0,39,0,0.4615429984266545
48580,0.0088809946714032,563,14,89.9,42,0,0.16012628116859023
105464,0.0164835164835165,364,36,78.0,42,0,0.4372909732520433
688520,0.0169779286926995,589,11,72.0,34,0,0.2612748930860209
882138,0.021978021978022,546,38,63.6,40,1,0.46928875909819534
35597,0.0194647201946472,411,30,38.7,49,0,0.4288173593689405
986780,0.0309859154929577,355,4,75.6,49,0,0.2798602652857211
160162,0.0234042553191489,470,32,78.1,24,0,0.4792341926885974
959458,0.018000000000000002,500,15,94.3,54,0,0.25606871142639254
879154,0.0141592920353982,565,18,96.2,45,0,0.26519916340164695
524213,0.0187667560321716,373,23,17.3,49,0,0.37041069895105266
222788,0.0226337448559671,486,36,53.9,36,0,0.45835290250413013
449875,0.0266075388026608,451,16,87.4,35,0,0.28716808930052506
340927,0.0144927536231884,414,21,80.9,24,0,0.41752666242840314
206475,0.0173913043478261,460,30,111.9,27,0,0.4564838943730501
690757,0.0214067278287462,327,41,86.8,40,0,0.45684829508670793
682544,0.0170454545454545,528,32,91.6,66,0,0.44114105781045426
414277,0.0227703984819734,527,33,51.4,38,0,0.4669139930327827
445250,0.018018018018018004,555,22,60.4,49,0,0.40205753140706224
799992,0.0127118644067797,472,18,63.8,21,0,0.1572237742174552
625336,0.0196078431372549,408,18,65.8,22,0,0.25540538386769857
816991,0.0188284518828452,478,30,61.0,53,0,0.43688075358836775
735096,0.0198019801980198,606,34,60.8,50,0,0.45043192356852463
704891,0.0203665987780041,491,24,81.7,43,0,0.4626752371937261
641467,0.0352941176470588,255,22,106.4,33,0,0.46432257436273516
954998,0.0149006622516556,604,29,100.5,37,0,0.4624663409316929
686246,0.0142602495543672,561,24,102.3,42,0,0.46008066600731806
955571,0.019271948608137,467,24,70.8,44,0,0.4447199299536896
286136,0.0157068062827225,573,17,69.8,37,0,0.25482879074801634
88948,0.032967032967032996,364,16,73.9,40,0,0.29087424178914734
454027,0.0219966159052453,591,27,75.0,37,0,0.4693185609011156
931705,0.0238611713665944,461,23,82.6,49,0,0.42781416233541786
122912,0.0184696569920844,379,16,47.5,57,0,0.2333811397525687
264944,0.00841514726507714,713,32,85.7,43,0,0.1829597321031619
39671,0.0195758564437194,613,29,57.1,36,0,0.45170157122436294
497495,0.0356234096692112,393,22,60.7,47,0,0.4557765148349733
507893,0.0191570881226054,522,17,68.5,28,0,0.25683222382885806
651636,0.0157068062827225,573,14,74.8,33,0,0.2594261852260602
317031,0.0225225225225225,444,32,68.6,50,0,0.45364954689910814
443793,0.0291479820627803,446,22,63.6,46,0,0.4519238808132213
875653,0.0204778156996587,586,33,44.9,40,0,0.455730122518541
853295,0.0158730158730159,504,26,76.5,50,0,0.4455583210624038
411288,0.016359918200409,489,33,132.7,46,0,0.45354309379662683
155068,0.0183066361556064,437,35,63.8,30,0,0.44397369791937713
998364,0.0300546448087432,366,14,64.0,56,0,0.2771384465639459
379345,0.0191387559808612,418,29,92.7,39,0,0.44749507430634256
205032,0.0191304347826087,575,28,78.7,31,0,0.45267889591245164
564095,0.0173913043478261,460,31,82.8,21,0,0.4508240509395747
635415,0.0148026315789474,608,32,68.4,45,0,0.456313090617588
232467,0.022883295194508,437,17,70.5,37,0,0.27549929423022446
517890,0.020703933747411998,483,35,43.0,50,0,0.44347905153616124
766619,0.00859106529209622,582,21,74.5,65,0,0.2666029324030001
819188,0.0125223613595707,559,21,48.5,21,0,0.26975894763863545
984656,0.0255754475703325,391,23,72.2,60,0,0.42400731044909773
380319,0.0197132616487455,558,31,68.9,62,0,0.44086406279670715
810761,0.0245098039215686,408,43,65.8,40,0,0.47544064447470435
988600,0.0087463556851312,686,31,40.4,45,0,0.17612646143354466
610727,0.0333333333333333,300,39,55.7,38,0,0.4861516576174178
159547,0.0186915887850467,535,16,35.8,42,0,0.24206567900843595
398911,0.0289017341040462,346,18,49.8,40,0,0.27422526431728605
922932,0.0265700483091787,414,19,56.0,49,0,0.43206274322096605
963242,0.0181268882175227,662,15,81.6,45,0,0.26398129528593894
656892,0.0098159509202454,815,18,73.5,48,0,0.085194054492389
729087,0.0150602409638554,664,46,57.8,46,0,0.46088107353138535
550941,0.0179372197309417,669,21,60.5,38,0,0.4147064284103869
193504,0.0239043824701195,502,40,82.7,33,0,0.4868541362692518
70699,0.0319410319410319,407,36,70.9,39,1,0.5053367158396987
668312,0.0142566191446029,491,39,93.9,48,0,0.45907322922753246
51160,0.018140589569160998,441,20,82.5,25,0,0.4104605196065083
439118,0.0180360721442886,499,33,80.4,52,0,0.4455583210624038
503552,0.0226130653266332,398,20,64.0,52,0,0.4110564232380077
288145,0.053030303030303,264,19,80.7,40,0,0.4852777933723775
246978,0.020066889632107,598,29,52.4,28,0,0.4494256308559727
713940,0.0258064516129032,465,15,65.2,67,0,0.2705437496091296
165769,0.0237226277372263,548,30,74.8,60,0,0.4666663180797169
965955,0.0299003322259136,301,26,91.0,65,0,0.4740350499445689
237712,0.0146103896103896,616,23,65.5,32,0,0.41838874745142635
739943,0.014827018121911001,607,27,63.6,47,0,0.4517872862983634
835760,0.020952380952381,525,20,84.1,52,0,0.4217830191155554
858072,0.0190972222222222,576,27,62.8,39,0,0.44672261654805445
338307,0.0251450676982592,517,29,92.1,41,0,0.4902640346728024
546435,0.0168674698795181,415,37,80.2,34,0,0.4530194314115306
537554,0.0223214285714286,448,19,110.5,58,0,0.4217380849473749
713868,0.0209059233449477,574,27,74.7,37,0,0.4669282430184211
426489,0.0126182965299685,634,24,68.6,34,0,0.30941803196038375
822194,0.0158730158730159,378,29,90.6,45,0,0.4367567331014217
718176,0.0181086519114688,497,30,56.1,24,0,0.4447065074945837
162361,0.0100755667506297,397,20,58.5,38,0,0.26536231830968954
911622,0.0127186009538951,629,19,68.2,34,0,0.2809407989343077
166444,0.0299539170506912,434,19,61.6,30,0,0.46142302472697005
66167,0.0245098039215686,408,19,26.8,31,0,0.4216159207420224
688688,0.02,500,24,66.6,44,0,0.4525758671014723
466817,0.0230414746543779,434,22,74.2,46,0,0.4322891847613384
629601,0.0173160173160173,693,33,74.9,37,0,0.29165104007566467
821240,0.02,500,32,98.2,54,0,0.45419150587396356
680050,0.0179640718562874,501,25,41.0,35,0,0.4412118921074305
245154,0.0218978102189781,548,28,88.5,23,1,0.47587793814188223
664538,0.0152173913043478,460,26,90.0,55,0,0.44298546907450687
74263,0.0112994350282486,531,14,66.2,49,0,0.15442307176408931
326355,0.0180032733224223,611,14,58.6,54,0,0.25318835195962247
402674,0.0120240480961924,499,34,89.3,40,0,0.3104131906113973
240584,0.0212314225053079,471,17,83.5,44,0,0.26634764373549724
92228,0.0153550863723608,521,23,100.3,33,0,0.4149979596165278
95455,0.0158102766798419,506,32,63.0,50,0,0.4422145652281731
728984,0.0233160621761658,386,37,69.2,42,0,0.4698562984214849
893660,0.02,500,29,35.6,56,0,0.4312160148388076
943157,0.0273109243697479,476,29,81.1,37,0,0.496341429640097
879471,0.0163934426229508,427,13,94.1,47,0,0.2519658941412696
995352,0.0113636363636364,616,16,60.3,39,0,0.1580957746014782
655194,0.0248306997742664,443,39,65.0,18,0,0.48160071565223084
955086,0.0150943396226415,530,34,98.9,31,0,0.4554629681483711
175778,0.0324189526184539,401,18,78.7,26,0,0.30528891078272996
215755,0.0310734463276836,354,43,85.6,54,0,0.4842482063159057
763292,0.017741935483871003,620,34,115.6,27,0,0.4642477105630547
224895,0.0241545893719807,414,33,79.7,56,0,0.4685279791769932
825651,0.0198675496688742,604,26,53.5,40,0,0.4468231286165982
133348,0.0220048899755501,409,22,54.5,35,0,0.4122378693364025
365094,0.0128617363344051,622,32,88.5,45,0,0.3124719340013978
801894,0.0314285714285714,350,37,84.5,30,1,0.4914390415951983
141845,0.0216535433070866,508,19,74.0,22,0,0.43911549034920166
882054,0.0276752767527675,542,25,64.3,51,1,0.4938038683211131
14760,0.0201005025125628,597,34,89.2,36,1,0.4726778568153895
619559,0.0341463414634146,410,31,53.5,42,1,0.4936824381397196
234927,0.0219560878243513,501,30,62.9,32,0,0.46617603116329126
434495,0.0192307692307692,416,27,59.0,32,0,0.44397369791937713
595246,0.019438444924406002,463,24,66.2,38,0,0.441377457176576
94038,0.0144329896907217,485,26,77.1,32,0,0.45453154490820236
627496,0.0133333333333333,600,6,60.5,34,0,0.15950148769066907
191244,0.0233918128654971,513,33,36.2,45,0,0.45808449102466076
193055,0.0256410256410256,468,30,95.5,53,0,0.4802956359515742
244714,0.0190274841437632,473,34,78.4,48,0,0.4402160084930207
100405,0.0233100233100233,429,25,80.2,34,0,0.47570068670585175
571495,0.013355592654424,599,23,92.4,52,0,0.27456852830154627
21152,0.0148305084745763,472,36,59.4,35,0,0.4568831038870661
583003,0.032258064516129,310,38,88.9,36,0,0.49748496789494595
282830,0.0191570881226054,522,31,81.4,22,0,0.4561901873629237
83621,0.0198675496688742,604,9,69.5,57,0,0.2576868353360363
882590,0.0214132762312634,467,24,106.6,51,0,0.46268099736079216
690855,0.0187393526405451,587,33,29.5,29,0,0.43483193490738853
792257,0.0179282868525896,502,39,90.3,40,0,0.45856561141660573
875227,0.0246045694200351,569,10,49.6,55,0,0.26700025888511125
313432,0.0196850393700787,508,19,93.4,56,0,0.420503331762894
937521,0.0132669983416252,603,23,103.6,56,0,0.27688600492851456
893031,0.0225140712945591,533,25,81.3,31,1,0.46954844846320704
373032,0.0185497470489039,593,34,36.4,35,0,0.43483193490738853
204676,0.01953125,512,37,56.2,55,0,0.44790157631316396
825002,0.0200803212851406,498,28,49.2,30,0,0.4470512796933782
103775,0.0151745068285281,659,16,66.3,44,0,0.26135786176112513
108029,0.0179640718562874,501,28,70.5,56,0,0.4455583210624038
485026,0.0229591836734694,392,20,81.5,44,0,0.4267992966168136
765597,0.0122282608695652,736,19,46.5,40,0,0.15712552372203073
960001,0.0201834862385321,545,23,122.0,30,0,0.4323883542223823
139468,0.009380863039399627,533,38,53.3,23,0,0.3082956531229142
212512,0.0221729490022173,451,19,54.6,53,0,0.41199100829450064
165709,0.0151843817787419,461,42,76.4,64,0,0.4387124533451516
36649,0.0204545454545455,440,29,67.7,41,0,0.4561256546511174
331908,0.0234833659491194,511,21,73.8,24,0,0.44369501372007636
249428,0.0261096605744125,383,32,68.6,25,0,0.4792379371665511
481174,0.0180831826401447,553,26,101.3,25,0,0.458977745289506
972849,0.012012012012012,666,20,51.9,46,0,0.2716172132954492
494561,0.0287769784172662,417,19,64.2,27,0,0.46494452450833534
961683,0.0172117039586919,581,23,55.0,46,0,0.4008587404169778
66308,0.0123839009287926,646,34,60.6,47,0,0.3033021509496136
894411,0.0256410256410256,429,37,97.6,40,0,0.4906074999407151
341017,0.0189873417721519,474,18,80.0,58,0,0.24443508068256772
615549,0.0297297297297297,370,22,78.4,68,0,0.43047716669865776
86034,0.0198511166253102,403,17,72.6,45,0,0.2560846327398893
404854,0.0109489051094891,548,32,66.5,39,0,0.3051346189785331
677620,0.0362537764350453,331,42,90.1,23,1,0.511835785262074
538408,0.0261627906976744,344,30,93.5,33,0,0.47421296783202393
657726,0.0203045685279188,591,27,68.5,55,0,0.4593511190416587
575932,0.02710027100271,369,23,71.4,50,0,0.423609861742924
288715,0.0134615384615385,520,24,46.4,32,0,0.30042212127895157
240622,0.014760147601476004,542,18,49.5,41,0,0.25412306623516134
469350,0.0150829562594268,663,25,54.5,44,0,0.4470321642810818
893531,0.0257731958762887,388,34,36.0,38,0,0.456076577549665
699443,0.0267639902676399,411,30,61.0,31,0,0.4812951793024862
413794,0.0317919075144509,346,31,66.7,23,0,0.4858396993772268
807561,0.0333333333333333,240,37,40.6,29,0,0.48878082588624305
513339,0.0199600798403194,501,19,83.1,46,0,0.4222164901859681
713961,0.0310734463276836,354,29,84.6,44,0,0.48305728267223397
170110,0.015177065767285,593,26,56.0,63,0,0.4293372470625435
330311,0.0217755443886097,597,36,92.2,39,0,0.4778588091419507
514852,0.019538188277086997,563,18,53.4,48,0,0.2452466752511688
190338,0.0160142348754448,562,29,85.1,45,0,0.45007295485732784
420539,0.0196078431372549,408,29,51.2,43,0,0.4332949289946669
685334,0.0185950413223141,484,25,54.4,46,0,0.4332949289946669
795256,0.0190114068441065,526,16,84.2,38,0,0.2574095263391012
143374,0.0150375939849624,665,15,70.0,53,0,0.2578486320130626
585548,0.0119225037257824,671,31,73.0,26,0,0.32068314668710063
169640,0.0132743362831858,452,25,70.5,31,0,0.3056473352968406
59835,0.0120845921450151,662,29,70.5,43,0,0.31532935071243495
759691,0.0116448326055313,687,31,104.1,22,0,0.1901708667344538
475223,0.0177165354330709,508,20,95.1,45,0,0.41244547343656507
13412,0.0152173913043478,460,36,69.1,30,0,0.44966509420902734
185686,0.0202839756592292,493,37,107.9,39,0,0.4740944313765741
913936,0.0130151843817787,461,21,97.2,48,0,0.2683877268236726
976272,0.021551724137931,464,27,98.4,46,0,0.4643353364920687
680306,0.0202578268876611,543,14,98.6,67,0,0.26192075227712514
13773,0.0223463687150838,537,20,107.3,43,0,0.4318358534202928
613450,0.0159010600706714,566,15,77.0,29,0,0.2594261852260602
859716,0.0192678227360308,519,21,100.7,51,0,0.40802823055758014
23445,0.0219123505976096,502,49,117.6,42,0,0.47835895630175224
429739,0.0243362831858407,452,33,92.7,50,0,0.4713255858496036
751774,0.0186440677966102,590,12,75.1,36,0,0.2612748930860209
817482,0.024390243902439,492,16,57.8,58,0,0.2660017009971962
161750,0.0191204588910134,523,23,55.0,33,0,0.40108043846832747
731276,0.0151187904967603,463,41,96.9,43,0,0.4531948190257118
2726,0.00805152979066022,621,33,86.5,37,0,0.3124719340013978
36509,0.0107066381156317,467,22,80.3,44,0,0.26976965499491246
502465,0.0228758169934641,612,45,95.0,30,1,0.49205962263441894
588888,0.0191846522781775,417,11,94.3,58,0,0.2465152602560445
906221,0.0219512195121951,410,25,51.2,38,0,0.4500360831022412
695884,0.0139949109414758,786,34,64.8,24,0,0.30003915261291086
827847,0.0150093808630394,533,20,49.0,56,0,0.3941869501594498
703857,0.0117252931323283,597,15,67.8,41,0,0.1580957746014782
587275,0.018018018018018004,555,14,56.3,61,0,0.24593530300817165
818176,0.0256410256410256,351,39,70.5,38,0,0.4745301172364572
593359,0.0169491525423729,649,32,75.6,37,0,0.4524502228430497
472799,0.0184804928131417,487,32,89.4,57,0,0.44615277515258195
61898,0.0200803212851406,498,24,22.2,28,0,0.43828857164647533
931236,0.0180831826401447,553,17,102.0,58,0,0.25055905235886466
516506,0.0128676470588235,544,30,57.4,28,0,0.3073704140722171
956823,0.0137221269296741,583,21,104.7,49,0,0.27688600492851456
881317,0.0144329896907217,485,32,65.6,44,0,0.4485708673546079
973282,0.0186721991701245,482,35,94.6,46,0,0.44749507430634256
179465,0.0261627906976744,344,25,83.7,72,0,0.45701097635338467
87451,0.018450184501845,542,34,59.9,32,0,0.4493250088807832
715597,0.0201834862385321,545,28,67.8,44,0,0.46150186553081995
900961,0.0089126559714795,561,20,53.9,56,0,0.2613836066363235
598405,0.0235756385068762,509,25,64.8,32,0,0.47772285956116767
220997,0.0213523131672598,562,30,67.0,47,0,0.4590212044324754
130555,0.0318840579710145,345,25,64.0,48,0,0.47512055143175497
934084,0.0228571428571429,350,29,53.3,64,0,0.43665728516232044
459232,0.015180265654648997,527,30,56.4,44,0,0.44672261654805445
347787,0.0173160173160173,462,18,65.4,46,0,0.2507391439818933
520763,0.0159045725646123,503,20,62.2,40,0,0.40645451754565765
733919,0.0151228733459357,529,35,55.2,50,0,0.4341286208069199
351588,0.0113924050632911,790,12,86.6,51,0,0.08607344832143216
341350,0.0180360721442886,499,27,76.0,45,0,0.45007295485732784
338012,0.0210526315789474,380,13,83.6,46,0,0.25792693866977046
501102,0.0161870503597122,556,34,49.5,43,0,0.4386190615689706
690075,0.0117056856187291,598,26,74.4,34,0,0.3123199004089046
133595,0.0276134122287968,507,24,64.4,34,0,0.5009987625402208
924884,0.0107095046854083,747,19,84.4,45,0,0.16336778402375277
39892,0.0178571428571429,504,24,80.9,49,0,0.4455583210624038
750619,0.0287081339712919,418,40,80.2,42,0,0.5020979358667009
617669,0.0240963855421687,415,21,42.0,36,0,0.42350861018297187
215866,0.0259259259259259,270,24,85.0,37,0,0.4687920896855308
262450,0.0140845070422535,497,33,39.7,47,0,0.44129721872752387
219199,0.0223048327137546,538,25,61.6,44,0,0.46355819891382
911192,0.0173410404624277,692,18,75.5,70,0,0.1425992864724045
152411,0.021015761821366,571,33,62.8,70,0,0.45179674848891027
630708,0.0247747747747748,444,32,72.2,48,0,0.4685279791769932
184923,0.0220883534136546,498,20,46.6,35,0,0.41749387678921296
924360,0.0113268608414239,618,28,67.0,51,0,0.3033021509496136
395922,0.0212765957446809,376,29,80.2,27,0,0.45686134130836303
760231,0.0227272727272727,440,37,52.7,35,0,0.46987651858959323
308325,0.0181347150259067,386,24,108.1,28,0,0.44742668465958435
460686,0.0131926121372032,758,23,61.1,45,0,0.15780012408824606
140920,0.0264550264550265,378,35,96.3,25,0,0.4801471824529489
518268,0.0275862068965517,290,23,30.6,45,0,0.4220342215750452
933790,0.0135135135135135,518,32,42.9,41,0,0.298215106786256
760313,0.022271714922048998,449,22,67.8,24,0,0.4236732760843572
204760,0.0116279069767442,602,41,71.4,31,0,0.31728665355177443
678406,0.0306748466257669,489,38,83.5,47,1,0.5007402914810507
906723,0.0197183098591549,710,45,95.3,33,0,0.3059876619620903
981931,0.0177935943060498,562,22,72.2,44,0,0.4097264993954439
576604,0.0305164319248826,426,22,65.6,51,0,0.44740578573209483
222116,0.0217391304347826,414,12,84.3,41,0,0.26634764373549724
352400,0.0203327171903882,541,24,74.5,47,0,0.4603310991143915
874248,0.0108527131782946,645,23,32.7,32,0,0.26193660685577613
927743,0.0107197549770291,653,30,106.0,41,0,0.3202801947307277
524402,0.0249376558603491,401,30,77.5,45,0,0.478331799229772
64296,0.0132352941176471,680,7,39.4,34,0,0.08383146344285575
508168,0.0164948453608247,485,22,58.3,47,0,0.39686345774318904
127376,0.0416666666666667,264,27,79.6,34,1,0.5129881502674704
256830,0.0187667560321716,373,34,115.4,36,0,0.44220764600362666
517794,0.0214132762312634,467,27,98.1,25,0,0.4704805738738952
277775,0.0162241887905605,678,12,34.9,53,0,0.13626693061830675
182099,0.0187393526405451,587,23,113.8,22,0,0.42360937998957743
240001,0.0264026402640264,303,27,62.7,54,0,0.46088077673895395
668864,0.013677811550152002,658,34,75.9,40,0,0.31532935071243495
813789,0.0192307692307692,364,29,50.2,49,0,0.4158482924331037
167878,0.0436046511627907,344,26,61.0,48,0,0.5024094205624096
184482,0.016359918200409,489,27,92.3,49,0,0.44615277515258195
953040,0.0193798449612403,516,36,68.2,44,0,0.45242057900402033
946642,0.0149253731343284,603,25,94.5,41,0,0.4624663409316929
502778,0.0102189781021898,685,24,30.6,37,0,0.17103162421567902
965640,0.024896265560166,482,20,88.5,40,0,0.4424382930144437
210796,0.0169133192389006,473,11,54.5,39,0,0.2446189071303603
676520,0.0282608695652174,460,13,87.3,53,0,0.29302000765140185
489504,0.0300546448087432,366,21,104.0,51,0,0.44326076625439076
